Hotel Name,Price Per Night,Location,Rating,Facilities_Free Wi-Fi,Facilities_Parking,Facilities_Pet-Friendly,Facilities_Pool,Facilities_Restaurant,Facilities_Spa,Preferences_Count
Foley-Rubio,0.3370535714285714,West Jaclyn,0.8999999999999999,True,True,True,True,True,False,5
Mcknight-James,0.5915178571428571,West Jaclyn,0.25,True,True,True,False,True,True,5
Jimenez-Morgan,0.1272321428571428,Port Jake,0.4499999999999999,True,True,True,True,True,True,6
Warren LLC,0.1852678571428571,Port Jake,0.6000000000000001,True,False,True,True,True,True,5
"Adams, Parker and Reed",0.0156249999999999,Port Jake,0.6499999999999999,False,True,False,True,True,True,4
Spencer-Graham,0.8236607142857143,Port Jake,0.6000000000000001,True,True,True,False,True,True,5
Petty-Murray,0.3013392857142857,Port Jake,0.5,False,True,True,True,False,False,3
Sanchez LLC,0.0491071428571428,Port Jake,0.8999999999999999,True,True,False,True,True,False,4
Byrd-Lee,0.4151785714285714,Port Robertport,0.3,True,True,True,True,True,True,6
"Brown, Wu and Jackson",0.8392857142857143,Port Robertport,0.1999999999999999,True,True,True,False,True,True,5
Henry Inc,0.484375,Port Robertport,0.8500000000000001,True,True,True,False,True,True,5
Kelly Ltd,0.5758928571428571,Port Robertport,0.8999999999999999,True,True,True,True,True,True,6
Young-Burns,0.5446428571428571,Port Robertport,0.3500000000000001,True,True,True,True,False,False,4
Cox-Santos,0.5736607142857143,Port Robertport,0.3999999999999999,True,True,True,True,True,True,6
Byrd-Lee,0.4151785714285714,West Annshire,0.3,True,True,True,False,True,True,5
Vazquez-Boyer,0.0982142857142857,West Annshire,0.8999999999999999,True,False,True,True,True,True,5
"Hernandez, Carter and Palmer",0.2745535714285714,West Annshire,0.0,True,True,True,True,False,True,5
"Johnson, Lee and Jensen",0.5424107142857143,West Annshire,0.3,True,True,True,True,True,True,6
Daniels-Rasmussen,0.0892857142857142,West Annshire,0.1999999999999999,True,True,True,False,True,True,5
"Johnson, Hawkins and Owen",0.4040178571428571,West Annshire,0.6000000000000001,True,False,True,True,True,True,5
Watson LLC,0.5178571428571428,New Mikefort,0.75,True,True,True,True,True,True,6
Chavez-Baker,0.1986607142857143,New Mikefort,1.0,True,True,False,True,False,True,4
"Burton, Simmons and Dodson",0.3973214285714286,New Mikefort,0.05,True,True,True,True,True,True,6
Smith and Sons,0.0223214285714285,New Mikefort,0.3999999999999999,False,True,True,True,True,True,5
"Rasmussen, Rodriguez and Molina",0.53125,New Mikefort,0.8500000000000001,True,True,True,True,False,True,5
"Hahn, Proctor and Pierce",0.1071428571428571,New Mikefort,0.25,False,True,True,False,True,True,4
Palmer PLC,0.2700892857142857,New Dana,0.8999999999999999,True,True,True,True,True,True,6
Brown-Henderson,0.3258928571428571,New Dana,0.6000000000000001,True,True,True,False,True,True,5
Rivera Inc,0.8348214285714285,New Dana,0.75,True,False,True,True,True,False,4
Ruiz-Norton,0.9866071428571428,New Dana,0.75,True,True,True,True,True,False,5
Wilson-Johnson,0.4107142857142857,New Dana,0.3999999999999999,False,True,True,True,True,True,5
Russell-Taylor,0.7678571428571428,New Dana,0.75,True,True,True,True,True,True,6
"Wright, Lam and Murphy",0.8906249999999999,Jacksonland,0.3,True,True,True,True,True,True,6
Stevens-Bell,0.2745535714285714,Jacksonland,0.7999999999999998,True,True,True,True,True,True,6
Sawyer-Black,0.7433035714285714,Jacksonland,0.7000000000000002,True,True,True,True,True,True,6
Jones and Sons,0.0089285714285714,Jacksonland,0.9500000000000002,True,False,True,True,True,True,5
"Reed, Garcia and Delgado",0.2120535714285714,Jacksonland,0.4499999999999999,True,True,True,True,True,True,6
"Ross, Dean and Daniel",0.7589285714285714,Jacksonland,0.7000000000000002,True,True,False,True,False,True,4
Simmons Group,0.0200892857142857,South Kimberlystad,0.5499999999999998,True,True,False,True,True,True,5
Wiley-Hoffman,0.8549107142857143,South Kimberlystad,0.7000000000000002,True,True,True,False,True,True,5
"Howard, Reese and Martinez",0.6607142857142857,South Kimberlystad,0.75,True,True,True,True,True,True,6
Foley-Rubio,0.3370535714285714,South Kimberlystad,0.8999999999999999,True,True,True,True,True,True,6
Lee Group,0.65625,South Kimberlystad,0.1499999999999999,False,True,False,False,True,True,3
"Medina, Decker and James",0.8102678571428571,South Kimberlystad,0.25,True,True,True,True,True,True,6
Smith-Henson,0.7276785714285714,Port Frankmouth,0.3999999999999999,False,True,True,True,True,True,5
Bradshaw and Sons,0.9464285714285712,Port Frankmouth,0.1499999999999999,True,True,True,True,True,True,6
Bell-Sanchez,0.7053571428571428,Port Frankmouth,0.05,True,True,True,False,True,True,5
Barnett-James,0.0089285714285714,Port Frankmouth,0.8500000000000001,True,True,True,True,True,True,6
Vasquez-Holland,0.5424107142857143,Port Frankmouth,0.1999999999999999,True,True,True,True,True,False,5
Warner-Bauer,0.4017857142857143,Port Frankmouth,0.6000000000000001,True,True,True,True,True,True,6
"Stewart, Holden and Brock",0.6227678571428571,Bridgetton,0.1499999999999999,True,True,True,True,True,True,6
Kelly-Nguyen,0.8616071428571428,Bridgetton,0.3500000000000001,True,True,True,True,True,True,6
Jones and Sons,0.1004464285714285,Bridgetton,0.1999999999999999,True,True,True,True,True,True,6
Hernandez-Stewart,0.2834821428571428,Bridgetton,0.5,True,True,True,True,True,True,6
"Washington, Smith and Wong",0.6205357142857143,Bridgetton,0.75,True,True,True,True,False,True,5
Hill-Perez,0.6026785714285714,Bridgetton,0.4499999999999999,True,False,True,False,True,True,4
"Miller, Brown and Parsons",0.3705357142857143,North Brian,0.8999999999999999,True,True,True,True,True,True,6
Walker-Perez,0.4017857142857143,North Brian,0.0,True,True,True,False,True,False,4
"Wolf, Hall and Larson",0.3772321428571428,North Brian,0.5499999999999998,True,True,True,False,True,True,5
"Hampton, Mason and Hatfield",0.6272321428571428,North Brian,0.1499999999999999,True,True,False,True,True,True,5
Barnes Inc,0.9352678571428572,North Brian,0.3500000000000001,True,False,False,True,True,True,4
Fisher-Williams,0.2857142857142857,North Brian,0.8500000000000001,True,True,True,True,True,True,6
Alvarado-Blair,0.6049107142857143,Lake Jessicaport,0.1999999999999999,True,True,True,True,True,True,6
"Johnson, Ball and Torres",0.1138392857142857,Lake Jessicaport,0.4499999999999999,True,True,True,True,True,True,6
"Forbes, Moore and Vaughn",0.9553571428571428,Lake Jessicaport,0.05,True,True,True,True,True,False,5
Smith Inc,0.0089285714285714,Lake Jessicaport,0.0,True,True,True,True,True,True,6
Smith and Sons,0.6049107142857143,Lake Jessicaport,0.1,True,True,True,False,True,True,5
Martinez Group,0.3102678571428571,Lake Jessicaport,0.6499999999999999,False,True,True,True,True,True,5
"Wade, Nichols and Hanson",0.0580357142857142,North Sarah,0.1499999999999999,True,True,True,True,True,True,6
Young-Harmon,0.5959821428571428,North Sarah,0.7000000000000002,True,False,True,True,True,False,4
"Jones, Jackson and Villanueva",0.5803571428571428,North Sarah,0.05,True,True,True,True,False,True,5
Martinez-Brown,0.1205357142857142,North Sarah,0.05,True,False,True,True,True,True,5
Campbell Group,0.5446428571428571,North Sarah,0.5,True,True,False,True,True,False,4
Francis-Galvan,0.5825892857142857,North Sarah,0.7000000000000002,True,True,True,True,True,False,5
Young-Burns,0.5446428571428571,Mooremouth,0.3500000000000001,True,True,True,True,True,True,6
Marshall-Lee,0.2611607142857143,Mooremouth,0.5499999999999998,True,True,True,True,True,True,6
"Wolf, Hall and Larson",0.3772321428571428,Mooremouth,0.5499999999999998,True,False,True,True,True,True,5
Jimenez and Sons,0.9866071428571428,Mooremouth,0.6499999999999999,True,True,False,True,True,True,5
Bradshaw Inc,0.0915178571428571,Mooremouth,0.8500000000000001,True,True,True,True,False,True,5
Young-Harmon,0.5959821428571428,Mooremouth,0.7000000000000002,False,True,True,True,True,False,4
Hall LLC,0.4263392857142857,South Carolyn,0.75,True,True,True,True,True,True,6
"Hess, Benitez and Munoz",0.90625,South Carolyn,0.9500000000000002,True,True,True,True,True,True,6
"Ochoa, Harrington and Rhodes",0.4352678571428571,South Carolyn,0.4499999999999999,True,True,True,True,True,True,6
Sosa-Jackson,0.671875,South Carolyn,0.75,True,True,False,True,True,True,5
Vega Ltd,0.2611607142857143,South Carolyn,0.75,True,False,True,True,True,True,5
Merritt PLC,0.1116071428571428,South Carolyn,0.6499999999999999,True,True,True,True,False,True,5
Cox-Santos,0.5736607142857143,East Codyhaven,0.3999999999999999,True,True,True,False,True,True,5
Parks-Walker,0.3459821428571428,East Codyhaven,0.6499999999999999,True,True,False,True,True,True,5
"Garner, Anderson and Cochran",0.21875,East Codyhaven,0.3,True,False,True,True,True,True,5
Gordon and Sons,0.6116071428571428,East Codyhaven,0.7999999999999998,True,True,True,True,True,True,6
"Phillips, Oliver and Tate",0.7299107142857143,East Codyhaven,0.7999999999999998,True,False,False,True,True,True,4
Turner PLC,0.8415178571428571,East Codyhaven,0.9500000000000002,True,False,True,True,True,True,5
"Salazar, Bray and Graham",0.7991071428571428,Lake Robertport,0.1999999999999999,False,True,True,True,True,True,5
"Adkins, Russo and Myers",0.7008928571428571,Lake Robertport,0.8999999999999999,True,True,True,True,True,True,6
Goodman-Case,0.921875,Lake Robertport,1.0,True,True,True,False,True,True,5
"Nichols, Bray and Lucas",0.4933035714285714,Lake Robertport,0.6000000000000001,True,True,True,True,True,False,5
"Ortiz, Hopkins and Ramirez",0.6272321428571428,Lake Robertport,0.9500000000000002,False,True,True,True,False,True,4
Brooks LLC,0.171875,Lake Robertport,0.5,True,True,False,True,True,True,5
Daniel-Sims,0.6383928571428571,West Phillip,0.5499999999999998,True,True,True,True,True,True,6
"Barrett, Jones and Fitzgerald",0.6674107142857143,West Phillip,0.5,True,True,False,False,True,True,4
"Bailey, Williams and Escobar",0.9799107142857144,West Phillip,0.1,True,True,True,False,True,True,5
"Douglas, Thomas and Garza",0.6473214285714285,West Phillip,0.1499999999999999,False,True,True,True,True,True,5
"Reynolds, Hicks and Newman",0.4977678571428571,West Phillip,0.4499999999999999,True,True,True,True,True,False,5
Franklin Group,0.6964285714285714,West Phillip,0.4499999999999999,True,False,True,True,True,True,5
Evans PLC,0.5357142857142857,Johnton,0.3500000000000001,True,True,True,True,True,True,6
Perez LLC,0.6830357142857143,Johnton,0.05,True,True,True,True,True,False,5
"Smith, Rodriguez and Thomas",0.6227678571428571,Johnton,0.05,True,True,True,True,True,True,6
"Adams, Tucker and Love",0.9732142857142856,Johnton,0.8999999999999999,False,True,True,True,True,True,5
Hill-Luna,0.6071428571428571,Johnton,0.3999999999999999,False,True,False,True,True,True,4
Skinner and Sons,0.3013392857142857,Johnton,0.6499999999999999,False,True,True,True,True,True,5
Turner LLC,0.1316964285714285,East Evelynborough,0.8500000000000001,True,True,True,True,True,True,6
Anthony Ltd,0.9419642857142856,East Evelynborough,0.6000000000000001,False,True,True,True,False,True,4
Freeman Group,0.953125,East Evelynborough,0.05,True,True,True,True,True,True,6
Steele-Turner,0.2388392857142857,East Evelynborough,0.1499999999999999,True,True,True,True,True,True,6
"Adkins, Russo and Myers",0.7008928571428571,East Evelynborough,0.8999999999999999,True,True,True,True,True,True,6
"Smith, Nash and King",0.4129464285714286,East Evelynborough,0.05,True,True,True,True,True,True,6
Thompson Inc,0.0133928571428571,Campbellborough,0.1,True,True,True,True,True,True,6
Bishop-Lee,0.390625,Campbellborough,0.6000000000000001,True,True,True,True,True,False,5
"Valdez, Mcdonald and Jones",0.8549107142857143,Campbellborough,0.1,False,True,True,True,True,True,5
"Smith, Gross and King",0.0290178571428571,Campbellborough,0.25,True,True,True,True,True,True,6
"Pace, Mcconnell and Soto",0.8303571428571428,Campbellborough,0.1499999999999999,True,True,True,True,False,True,5
Gonzalez-Espinoza,0.7366071428571428,Campbellborough,0.6000000000000001,True,False,False,True,True,True,4
"Ellis, Johnson and Cruz",0.0602678571428571,Lake Glendashire,0.3,True,True,True,True,True,True,6
"Reed, Barrett and Bailey",0.9888392857142856,Lake Glendashire,0.3999999999999999,True,True,True,True,True,True,6
"Adams, Parker and Reed",0.0156249999999999,Lake Glendashire,0.6499999999999999,True,True,True,True,True,True,6
"Gross, Browning and Moore",0.5267857142857143,Lake Glendashire,0.5,True,True,True,True,True,True,6
Cervantes-Jones,0.2857142857142857,Lake Glendashire,0.5,False,True,True,False,True,True,4
Clark Inc,0.96875,Lake Glendashire,0.0,True,True,False,True,True,True,5
Miller-Butler,0.2678571428571428,Diazburgh,0.8999999999999999,True,True,True,True,True,True,6
Wong PLC,0.5535714285714286,Diazburgh,0.3500000000000001,False,True,True,True,True,True,5
Schmidt-Vincent,0.2991071428571428,Diazburgh,0.7000000000000002,False,False,True,True,True,True,4
Byrd-Lee,0.4151785714285714,Diazburgh,0.3,False,True,False,True,True,True,4
Martinez-Kennedy,0.7857142857142857,Diazburgh,0.25,True,False,True,True,True,True,5
Ramirez and Sons,0.7053571428571428,Diazburgh,0.75,True,True,True,True,False,True,5
Skinner and Sons,0.3013392857142857,Lake Janeborough,0.6499999999999999,False,True,True,True,True,True,5
"Miller, Shepherd and Mitchell",0.3080357142857143,Lake Janeborough,0.1499999999999999,False,True,True,True,True,True,5
Smith-Lee,1.0,Lake Janeborough,0.9500000000000002,True,False,True,True,True,True,5
Smith Inc,0.7165178571428571,Lake Janeborough,0.5499999999999998,True,True,True,False,True,True,5
"Rodriguez, Campbell and Kline",0.8058035714285714,Lake Janeborough,0.8999999999999999,True,True,True,True,False,True,5
King Group,0.2477678571428571,Lake Janeborough,0.5,False,True,True,False,True,True,4
Lopez-Torres,0.8727678571428571,Wattsmouth,0.7000000000000002,True,True,True,True,True,True,6
Benitez LLC,0.0558035714285714,Wattsmouth,0.8500000000000001,False,True,True,True,True,True,5
"Smith, Anderson and Morse",0.3080357142857143,Wattsmouth,0.1999999999999999,True,True,True,True,True,True,6
"Hernandez, Franklin and Bentley",0.8571428571428571,Wattsmouth,0.6499999999999999,True,True,True,True,True,True,6
Wilson-Johnson,0.4107142857142857,Wattsmouth,0.3999999999999999,True,False,True,True,True,True,5
Smith-Lee,1.0,Wattsmouth,0.9500000000000002,True,False,True,True,False,True,4
Miller-Butler,0.2678571428571428,Matthewshire,0.8999999999999999,True,False,True,True,True,True,5
Burns and Sons,0.3191964285714285,Matthewshire,0.4499999999999999,True,True,True,True,False,True,5
"Ross, Lee and Collier",0.5200892857142857,Matthewshire,0.6499999999999999,True,True,True,True,True,False,5
"Garcia, Montgomery and Parrish",0.1897321428571428,Matthewshire,0.7000000000000002,True,True,True,True,True,True,6
Bradley-Perez,0.1473214285714285,Matthewshire,0.5499999999999998,True,True,True,False,False,True,4
Gonzalez-Espinoza,0.7366071428571428,Matthewshire,0.6000000000000001,True,False,True,True,True,False,4
"Perez, Liu and Huff",0.4665178571428571,South Carolynmouth,0.3999999999999999,True,True,True,False,False,True,4
Petty-Clark,0.3169642857142857,South Carolynmouth,0.4499999999999999,False,True,True,True,True,True,5
"Green, Welch and Smith",0.6227678571428571,South Carolynmouth,0.3500000000000001,True,True,True,False,True,True,5
"Singleton, Russell and Hall",0.2566964285714285,South Carolynmouth,0.4499999999999999,True,True,False,True,True,True,5
Williams Group,0.6517857142857143,South Carolynmouth,0.3500000000000001,True,True,False,True,True,True,5
Newman-Berg,0.9910714285714284,South Carolynmouth,0.1,False,True,True,True,True,True,5
Velasquez and Sons,0.1205357142857142,Christophermouth,0.05,True,True,True,True,True,True,6
Jimenez-Morgan,0.1272321428571428,Christophermouth,0.4499999999999999,False,True,False,True,True,True,4
Smith Inc,0.7165178571428571,Christophermouth,0.5499999999999998,True,True,True,True,True,True,6
Payne PLC,0.9709821428571428,Christophermouth,0.9500000000000002,True,True,True,True,True,True,6
"Butler, Banks and Palmer",0.8995535714285713,Christophermouth,0.5,True,False,True,True,True,True,5
"Kim, Anderson and Miles",0.5446428571428571,Christophermouth,0.8999999999999999,False,True,False,True,True,True,4
"Evans, Gonzalez and Hays",0.5446428571428571,Kellyfort,0.05,False,True,True,True,False,True,4
"Russo, Rodriguez and Parks",0.5066964285714286,Kellyfort,0.9500000000000002,True,True,False,True,True,True,5
Russo Group,0.2254464285714285,Kellyfort,0.5,True,True,True,True,True,True,6
"Lewis, Clark and Wilson",0.8392857142857143,Kellyfort,0.7999999999999998,True,False,True,True,True,True,5
"Fry, Clark and Wood",0.1272321428571428,Kellyfort,0.9500000000000002,True,True,False,True,False,False,3
Munoz Group,0.3482142857142857,Kellyfort,0.4499999999999999,True,True,True,True,True,False,5
Henderson Ltd,0.3839285714285714,New James,0.3500000000000001,True,True,True,True,True,True,6
"Ashley, Wilson and Brown",0.3816964285714285,New James,0.75,True,True,True,True,True,True,6
Hernandez Inc,0.9397321428571428,New James,0.1,True,True,True,True,True,True,6
Wright-Nielsen,0.8727678571428571,New James,0.3,True,True,True,True,True,True,6
Michael LLC,0.8035714285714285,New James,0.1499999999999999,False,True,True,True,True,False,4
Bonilla PLC,0.0178571428571428,New James,0.5,False,True,True,True,True,True,5
Watson LLC,0.3214285714285714,Westland,0.9500000000000002,True,True,True,True,True,True,6
"Gonzalez, Johnson and Kennedy",0.0825892857142857,Westland,0.8999999999999999,True,True,False,True,True,True,5
Williams-Parks,0.9151785714285712,Westland,0.0,True,True,True,True,True,True,6
Gibbs-Boyer,0.7433035714285714,Westland,0.5499999999999998,True,True,True,True,True,True,6
Willis-Anderson,0.7388392857142857,Westland,0.5499999999999998,True,True,True,True,False,True,5
Price-Wong,0.0066964285714285,Westland,0.75,True,True,False,True,True,True,5
Wright LLC,0.9196428571428572,East Jeffrey,0.8500000000000001,True,True,True,True,True,True,6
"Bailey, Dawson and Murray",0.8013392857142857,East Jeffrey,0.75,False,True,True,True,True,True,5
Cobb-Clark,0.3727678571428571,East Jeffrey,0.05,True,True,True,True,True,True,6
Brennan-Simpson,0.1093749999999999,East Jeffrey,0.05,True,False,True,True,True,True,5
Conway-Nguyen,0.6875,East Jeffrey,0.8999999999999999,True,True,False,True,True,True,5
Lozano LLC,0.2299107142857143,East Jeffrey,0.75,True,True,False,True,True,True,5
Tapia Ltd,0.0714285714285714,North Monicachester,0.6000000000000001,True,True,False,True,True,False,4
Thomas Ltd,0.5111607142857143,North Monicachester,1.0,True,True,True,True,True,True,6
Hall-Brown,0.1450892857142857,North Monicachester,0.9500000000000002,False,True,True,True,True,True,5
Jackson Group,0.40625,North Monicachester,0.7000000000000002,True,True,True,False,True,True,5
"Harris, Edwards and Mclaughlin",0.5089285714285714,North Monicachester,0.3999999999999999,True,True,True,True,False,True,5
Bell PLC,0.2299107142857143,North Monicachester,0.7999999999999998,True,True,True,False,True,True,5
"Reed, Davidson and Cabrera",0.8772321428571428,South Melissa,0.3,True,True,True,True,True,False,5
Foster-Clayton,0.5848214285714286,South Melissa,0.1999999999999999,True,True,True,True,True,True,6
"Montgomery, Potts and Mendoza",0.0848214285714285,South Melissa,0.75,True,True,True,True,True,False,5
Sawyer-Black,0.7433035714285714,South Melissa,0.7000000000000002,True,True,True,True,True,True,6
Simmons Group,0.0200892857142857,South Melissa,0.5499999999999998,True,True,False,True,True,True,5
Jones-Hogan,0.9375,South Melissa,0.3,True,True,False,True,True,True,5
"Mclaughlin, Wade and Jackson",0.8839285714285714,Walkerborough,0.3500000000000001,True,True,True,True,True,True,6
Franklin Group,0.6964285714285714,Walkerborough,0.4499999999999999,True,True,True,False,True,False,4
"Vincent, Owens and Zimmerman",0.0334821428571428,Walkerborough,0.3999999999999999,True,True,True,True,True,False,5
"Kelley, Davidson and Lopez",0.4508928571428571,Walkerborough,0.4499999999999999,True,False,True,True,True,True,5
"Peters, Mason and Gregory",0.9441964285714284,Walkerborough,0.8999999999999999,True,True,True,False,True,True,5
Coleman-Vargas,0.5044642857142857,Walkerborough,0.9500000000000002,True,True,True,True,True,False,5
Grimes-Chambers,0.984375,New Margaretchester,0.75,True,True,True,True,True,True,6
Brooks LLC,0.171875,New Margaretchester,0.5,True,True,True,True,True,False,5
Stanton-Bailey,0.0424107142857142,New Margaretchester,0.8999999999999999,True,True,True,True,True,False,5
"Hernandez, Franklin and Bentley",0.8571428571428571,New Margaretchester,0.6499999999999999,True,True,True,True,False,False,4
Jones Ltd,0.9620535714285712,New Margaretchester,0.3500000000000001,True,True,False,True,True,True,5
Ramos Inc,0.1785714285714285,New Margaretchester,0.7999999999999998,True,True,False,True,True,True,5
"Underwood, Alvarez and Williams",0.0624999999999999,Jessicaport,0.3999999999999999,True,True,True,True,True,True,6
"Owens, Thompson and Brown",0.7991071428571428,Jessicaport,0.7999999999999998,True,False,False,True,True,True,4
"Monroe, Stewart and Davis",0.5111607142857143,Jessicaport,0.5499999999999998,True,True,True,True,True,True,6
Mcdonald Group,0.40625,Jessicaport,0.8500000000000001,True,True,False,True,True,True,5
"Fischer, Smith and Cross",0.4575892857142857,Jessicaport,0.5,True,True,True,False,False,True,4
Hernandez PLC,0.5870535714285714,Jessicaport,0.6499999999999999,False,True,True,True,True,True,5
Howell Ltd,0.0602678571428571,Cardenasville,0.9500000000000002,True,True,False,True,True,True,5
Gray Ltd,0.796875,Cardenasville,0.3,True,True,True,True,True,True,6
"Peters, Mason and Gregory",0.9441964285714284,Cardenasville,0.8999999999999999,True,True,True,True,True,True,6
"Hill, Hunt and Castillo",0.6674107142857143,Cardenasville,0.05,True,True,True,True,True,False,5
Barry-Morales,0.140625,Cardenasville,0.6000000000000001,True,True,True,True,False,True,5
"Williams, Ramos and Taylor",0.4174107142857143,Cardenasville,0.3500000000000001,True,True,True,True,True,False,5
Wallace Group,0.0133928571428571,Maldonadomouth,0.5499999999999998,True,False,True,True,True,True,5
"Burke, Long and Brown",0.1249999999999999,Maldonadomouth,0.5,True,True,True,True,True,True,6
Vazquez-Boyer,0.0982142857142857,Maldonadomouth,0.8999999999999999,True,True,False,True,True,True,5
Harris and Sons,0.8861607142857143,Maldonadomouth,0.6000000000000001,True,False,True,True,True,True,5
Boyd-Villegas,0.0491071428571428,Maldonadomouth,0.8500000000000001,True,True,True,True,False,True,5
Webb-Rivas,0.4553571428571428,Maldonadomouth,0.6000000000000001,True,False,True,True,True,True,5
Mueller-Davenport,0.6919642857142857,South Yolanda,0.5,False,True,True,True,True,True,5
Woods Inc,0.0736607142857142,South Yolanda,0.5,True,True,True,True,True,True,6
"Johnson, Sanders and Coffey",0.5223214285714286,South Yolanda,0.3500000000000001,True,True,True,False,False,True,4
Burnett Group,0.796875,South Yolanda,0.3999999999999999,True,True,False,True,True,True,5
"Smith, Anderson and Morse",0.3080357142857143,South Yolanda,0.1999999999999999,False,True,True,False,True,True,4
Love PLC,0.21875,South Yolanda,0.6000000000000001,True,False,True,True,True,True,5
